name,variable name,epoch timestamp,vcc,vbatt,charge state
Greenville Camera v5 sn191 (took pic),s.bs,1710052525,3.292,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710052132,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710051798,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710051450,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710051290,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710050924,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710050694,3.292,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710050355,3.269,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1710049840,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710049705,3.335,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1710049457,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1710049127,3.292,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710048911,3.269,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1710048613,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710048118,3.292,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710047928,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710047481,3.269,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1710047161,3.269,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1710046866,3.316,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1710046611,3.292,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710046301,3.335,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710046065,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710045704,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710045423,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1710045266,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710044924,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710044668,3.269,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710044428,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1710043852,3.335,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710043469,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1710043089,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710042733,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1710042578,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710042128,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710041773,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710041492,3.292,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710041331,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710041096,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710040797,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1710040243,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710039945,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710039908,3.316,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710039357,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710039086,3.335,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710038954,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710038565,3.316,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1710038347,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710038000,3.316,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710037759,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710037313,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710037190,3.316,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710036873,3.269,3.324,0
Greenville Camera v5 sn191 (took pic),s.bs,1710036552,3.316,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1710036258,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1710035816,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710035725,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710035376,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710034977,3.269,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1710034690,3.25,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710034266,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710033982,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710033650,3.292,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1710033458,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710033087,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1710032917,3.269,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1710032671,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710032379,3.269,3.315,0
Greenville Camera v5 sn191 (took pic),s.bs,1710031866,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1710031576,3.335,3.315,0
Greenville Camera v5 sn191 (took pic),s.bs,1710031267,3.335,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1710031037,3.269,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1710030703,3.316,3.327,0
Greenville Camera v5 sn191 (took pic),s.bs,1710030558,3.316,3.315,0
Greenville Camera v5 sn191 (took pic),s.bs,1710030254,3.316,3.327,0
Greenville Camera v5 sn191 (took pic),s.bs,1710029873,3.316,3.327,0
Greenville Camera v5 sn191 (took pic),s.bs,1710029624,3.269,3.332,0
Greenville Camera v5 sn191 (took pic),s.bs,1710028830,3.292,3.335,0
Greenville Camera v5 sn191 (took pic),s.bs,1710028704,3.335,3.333,0
Greenville Camera v5 sn191 (took pic),s.bs,1710028385,3.269,3.338,0
Greenville Camera v5 sn191 (took pic),s.bs,1710027976,3.316,3.342,0
Greenville Camera v5 sn191 (took pic),s.bs,1710027927,3.25,3.333,0
Greenville Camera v5 sn191 (took pic),s.bs,1710027538,3.316,3.346,1
Greenville Camera v5 sn191 (took pic),s.bs,1710027216,3.269,3.342,0
Greenville Camera v5 sn191 (took pic),s.bs,1710026983,3.269,3.341,0
Greenville Camera v5 sn191 (took pic),s.bs,1710026684,3.316,3.354,0
Greenville Camera v5 sn191 (took pic),s.bs,1710026186,3.269,3.361,0
Greenville Camera v5 sn191 (took pic),s.bs,1710026030,3.269,3.364,0
Greenville Camera v5 sn191 (took pic),s.bs,1710025677,3.292,3.368,0
Greenville Camera v5 sn191 (took pic),s.bs,1710025496,3.25,3.374,0
Greenville Camera v5 sn191 (took pic),s.bs,1710025112,3.269,3.368,0
Greenville Camera v5 sn191 (took pic),s.bs,1710024331,3.269,3.396,0
Greenville Camera v5 sn191 (took pic),s.bs,1710024099,3.335,3.403,0
Greenville Camera v5 sn191 (took pic),s.bs,1710024019,3.316,3.41,0
Greenville Camera v5 sn191 (took pic),s.bs,1710023485,3.335,3.423,0
Greenville Camera v5 sn191 (took pic),s.bs,1710023334,3.335,3.429,0
Greenville Camera v5 sn191 (took pic),s.bs,1710022930,3.269,3.431,1
Greenville Camera v5 sn191 (took pic),s.bs,1710022820,3.316,3.429,1
Greenville Camera v5 sn191 (took pic),s.bs,1710022515,3.292,3.406,1
Greenville Camera v5 sn191 (took pic),s.bs,1710022221,3.335,3.369,1
Greenville Camera v5 sn191 (took pic),s.bs,1710021845,3.269,3.35,1
Greenville Camera v5 sn191 (took pic),s.bs,1710021348,3.269,3.357,1
Greenville Camera v5 sn191 (took pic),s.bs,1710021090,3.292,3.348,1
Greenville Camera v5 sn191 (took pic),s.bs,1710021022,3.269,3.353,1
Greenville Camera v5 sn191 (took pic),s.bs,1710020631,3.316,3.345,1
Greenville Camera v5 sn191 (took pic),s.bs,1710020305,3.269,3.333,1
Greenville Camera v5 sn191 (took pic),s.bs,1710019911,3.269,3.332,0
Greenville Camera v5 sn191 (took pic),s.bs,1710019828,3.292,3.326,0
Greenville Camera v5 sn191 (took pic),s.bs,1710019258,3.335,3.335,0
Greenville Camera v5 sn191 (took pic),s.bs,1710019050,3.25,3.347,0
Greenville Camera v5 sn191 (took pic),s.bs,1710018888,3.335,3.345,0
Greenville Camera v5 sn191 (took pic),s.bs,1710018624,3.292,3.35,0
Greenville Camera v5 sn191 (took pic),s.bs,1710018109,3.316,3.359,0
Greenville Camera v5 sn191 (took pic),s.bs,1710017965,3.269,3.36,0
Greenville Camera v5 sn191 (took pic),s.bs,1710017708,3.292,3.36,0
Greenville Camera v5 sn191 (took pic),s.bs,1710017142,3.269,3.366,0
Greenville Camera v5 sn191 (took pic),s.bs,1710016795,3.25,3.379,0
Greenville Camera v5 sn191 (took pic),s.bs,1710016295,3.335,3.387,0
Greenville Camera v5 sn191 (took pic),s.bs,1710016194,3.269,3.393,0
Greenville Camera v5 sn191 (took pic),s.bs,1710015730,3.292,3.406,0
Greenville Camera v5 sn191 (took pic),s.bs,1710015410,3.316,3.407,0
Greenville Camera v5 sn191 (took pic),s.bs,1710015124,3.269,3.413,0
Greenville Camera v5 sn191 (took pic),s.bs,1710014984,3.25,3.421,0
Greenville Camera v5 sn191 (took pic),s.bs,1710014642,3.335,3.438,0
Greenville Camera v5 sn191 (took pic),s.bs,1710014236,3.269,3.458,0
Greenville Camera v5 sn191 (took pic),s.bs,1710013909,3.316,3.468,0
Greenville Camera v5 sn191 (took pic),s.bs,1710013565,3.316,3.496,0
Greenville Camera v5 sn191 (took pic),s.bs,1710013252,3.269,3.521,0
Greenville Camera v5 sn191 (took pic),s.bs,1710013205,3.335,3.527,0
Greenville Camera v5 sn191 (took pic),s.bs,1710012667,3.335,3.5,1
Greenville Camera v5 sn191 (took pic),s.bs,1710012538,3.269,3.447,1
Greenville Camera v5 sn191 (took pic),s.bs,1710012298,3.269,3.383,1
Greenville Camera v5 sn191 (took pic),s.bs,1710011517,3.316,3.341,0
Greenville Camera v5 sn191 (took pic),s.bs,1710011379,3.25,3.336,0
Greenville Camera v5 sn191 (took pic),s.bs,1710011010,3.316,3.343,0
Greenville Camera v5 sn191 (took pic),s.bs,1710010557,3.292,3.348,0
Greenville Camera v5 sn191 (took pic),s.bs,1710010400,3.269,3.343,0
Greenville Camera v5 sn191 (took pic),s.bs,1710010217,3.269,3.354,0
Greenville Camera v5 sn191 (took pic),s.bs,1710009911,3.292,3.345,0
Greenville Camera v5 sn191 (took pic),s.bs,1710009349,3.335,3.354,0
Greenville Camera v5 sn191 (took pic),s.bs,1710009087,3.292,3.368,0
Greenville Camera v5 sn191 (took pic),s.bs,1710009020,3.292,3.37,0
Greenville Camera v5 sn191 (took pic),s.bs,1710008592,3.292,3.382,0
Greenville Camera v5 sn191 (took pic),s.bs,1710008210,3.292,3.38,0
Greenville Camera v5 sn191 (took pic),s.bs,1710007884,3.25,3.393,0
Greenville Camera v5 sn191 (took pic),s.bs,1710007654,3.316,3.398,0
Greenville Camera v5 sn191 (took pic),s.bs,1710007399,3.269,3.409,0
Greenville Camera v5 sn191 (took pic),s.bs,1710007078,3.316,3.411,0
Greenville Camera v5 sn191 (took pic),s.bs,1710006691,3.269,3.43,0
Greenville Camera v5 sn191 (took pic),s.bs,1710006562,3.292,3.437,0
Greenville Camera v5 sn191 (took pic),s.bs,1710006098,3.335,3.455,0
Greenville Camera v5 sn191 (took pic),s.bs,1710005873,3.316,3.465,0
Greenville Camera v5 sn191 (took pic),s.bs,1710005675,3.292,3.476,0
Greenville Camera v5 sn191 (took pic),s.bs,1710005278,3.335,3.506,0
Greenville Camera v5 sn191 (took pic),s.bs,1710005007,3.292,3.553,0
Greenville Camera v5 sn191 (took pic),s.bs,1710004802,3.335,3.543,1
Greenville Camera v5 sn191 (took pic),s.bs,1710004345,3.25,3.416,1
Greenville Camera v5 sn191 (took pic),s.bs,1710003977,3.316,3.389,1
Greenville Camera v5 sn191 (took pic),s.bs,1710003762,3.335,3.396,1
Greenville Camera v5 sn191 (took pic),s.bs,1710003385,3.269,3.405,1
Greenville Camera v5 sn191 (took pic),s.bs,1710003276,3.292,3.395,1
Greenville Camera v5 sn191 (took pic),s.bs,1710002751,3.292,3.381,1
Greenville Camera v5 sn191 (took pic),s.bs,1710002627,3.292,3.381,1
Greenville Camera v5 sn191 (took pic),s.bs,1710002343,3.269,3.374,1
Greenville Camera v5 sn191 (took pic),s.bs,1710001969,3.292,3.369,1
Greenville Camera v5 sn191 (took pic),s.bs,1710001697,3.316,3.37,1
Greenville Camera v5 sn191 (took pic),s.bs,1710001487,3.25,3.372,1
Greenville Camera v5 sn191 (took pic),s.bs,1710001130,3.269,3.372,1
Greenville Camera v5 sn191 (took pic),s.bs,1710000854,3.316,3.368,1
Greenville Camera v5 sn191 (took pic),s.bs,1710000423,3.292,3.366,1
Greenville Camera v5 sn191 (took pic),s.bs,1710000176,3.269,3.358,1
Greenville Camera v5 sn191 (took pic),s.bs,1709999946,3.269,3.359,1
Greenville Camera v5 sn191 (took pic),s.bs,1709999687,3.292,3.372,1
Greenville Camera v5 sn191 (took pic),s.bs,1709999140,3.269,3.381,1
Greenville Camera v5 sn191 (took pic),s.bs,1709999111,3.269,3.384,1
Greenville Camera v5 sn191 (took pic),s.bs,1709998583,3.292,3.383,1
Greenville Camera v5 sn191 (took pic),s.bs,1709998289,3.292,3.368,1
Greenville Camera v5 sn191 (took pic),s.bs,1709997985,3.292,3.388,1
Greenville Camera v5 sn191 (took pic),s.bs,1709997758,3.269,3.382,1
Greenville Camera v5 sn191 (took pic),s.bs,1709997355,3.335,3.371,1
Greenville Camera v5 sn191 (took pic),s.bs,1709997312,3.269,3.372,1
Greenville Camera v5 sn191 (took pic),s.bs,1709996995,3.292,3.372,1
Greenville Camera v5 sn191 (took pic),s.bs,1709996513,3.335,3.375,1
Greenville Camera v5 sn191 (took pic),s.bs,1709996355,3.316,3.368,1
Greenville Camera v5 sn191 (took pic),s.bs,1709995846,3.269,3.366,1
Greenville Camera v5 sn191 (took pic),s.bs,1709995571,3.269,3.368,1
Greenville Camera v5 sn191 (took pic),s.bs,1709995497,3.292,3.359,1
Greenville Camera v5 sn191 (took pic),s.bs,1709995100,3.316,3.362,1
Greenville Camera v5 sn191 (took pic),s.bs,1709994792,3.316,3.34,1
Greenville Camera v5 sn191 (took pic),s.bs,1709994402,3.292,3.326,1
Greenville Camera v5 sn191 (took pic),s.bs,1709994211,3.269,3.336,1
Greenville Camera v5 sn191 (took pic),s.bs,1709993900,3.335,3.33,1
Greenville Camera v5 sn191 (took pic),s.bs,1709993530,3.292,3.326,1
Greenville Camera v5 sn191 (took pic),s.bs,1709992910,3.316,3.317,1
Greenville Camera v5 sn191 (took pic),s.bs,1709992629,3.335,3.326,1
Greenville Camera v5 sn191 (took pic),s.bs,1709992357,3.269,3.332,1
Greenville Camera v5 sn191 (took pic),s.bs,1709991986,3.316,3.33,1
Greenville Camera v5 sn191 (took pic),s.bs,1709991785,3.292,3.332,1
Greenville Camera v5 sn191 (took pic),s.bs,1709991544,3.292,3.317,1
Greenville Camera v5 sn191 (took pic),s.bs,1709991034,3.292,3.324,1
Greenville Camera v5 sn191 (took pic),s.bs,1709990813,3.335,3.324,1
Greenville Camera v5 sn191 (took pic),s.bs,1709990534,3.316,3.315,1
Greenville Camera v5 sn191 (took pic),s.bs,1709990411,3.269,3.323,1
Greenville Camera v5 sn191 (took pic),s.bs,1709990089,3.269,3.321,1
Greenville Camera v5 sn191 (took pic),s.bs,1709989734,3.316,3.322,1
Greenville Camera v5 sn191 (took pic),s.bs,1709989323,3.292,3.307,1
Greenville Camera v5 sn191 (took pic),s.bs,1709989054,3.269,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709988745,3.292,3.318,1
Greenville Camera v5 sn191 (took pic),s.bs,1709988567,3.316,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709988192,3.316,3.318,1
Greenville Camera v5 sn191 (took pic),s.bs,1709988000,3.269,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709987616,3.292,3.32,1
Greenville Camera v5 sn191 (took pic),s.bs,1709987224,3.292,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709986966,3.316,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709986830,3.316,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709986327,3.269,3.32,1
Greenville Camera v5 sn191 (took pic),s.bs,1709986095,3.292,3.312,1
Greenville Camera v5 sn191 (took pic),s.bs,1709985815,3.292,3.307,1
Greenville Camera v5 sn191 (took pic),s.bs,1709985569,3.316,3.319,1
Greenville Camera v5 sn191 (took pic),s.bs,1709985155,3.269,3.321,1
Greenville Camera v5 sn191 (took pic),s.bs,1709984802,3.335,3.315,1
Greenville Camera v5 sn191 (took pic),s.bs,1709984476,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1709984419,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709983846,3.316,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1709983806,3.335,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1709983327,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709983225,3.335,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709982683,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709982432,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709982275,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709981953,3.25,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709981671,3.316,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1709981434,3.292,3.307,0
Greenville Camera v5 sn191 (took pic),s.bs,1709980851,3.269,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709980732,3.335,3.316,0
Greenville Camera v5 sn191 (took pic),s.bs,1709980284,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709980206,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709979857,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709979391,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709979111,3.316,3.308,0
Greenville Camera v5 sn191 (took pic),s.bs,1709979028,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1709978642,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709978378,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709978090,3.292,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709977773,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709977252,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709977116,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709976681,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709976561,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709976229,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709975856,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709975465,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709975332,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1709975014,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709974583,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709974464,3.316,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1709974164,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709973731,3.269,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1709973436,3.335,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709973234,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709972931,3.316,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709972524,3.269,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1709972333,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709971999,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709971813,3.292,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709971462,3.292,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709971101,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709970698,3.292,3.308,0
Greenville Camera v5 sn191 (took pic),s.bs,1709970590,3.25,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709970334,3.269,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709970025,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709969584,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709969241,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709969048,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709968598,3.25,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1709968307,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709967981,3.292,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709967728,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709967423,3.292,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709967038,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709966966,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709966549,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709966253,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709965882,3.316,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709965738,3.335,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1709965274,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709965067,3.292,3.308,0
Greenville Camera v5 sn191 (took pic),s.bs,1709964713,3.25,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709964508,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709964155,3.292,3.325,0
Greenville Camera v5 sn191 (took pic),s.bs,1709963940,3.292,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1709963661,3.292,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709963367,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709962852,3.25,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709962722,3.316,3.309,0
Greenville Camera v5 sn191 (took pic),s.bs,1709962372,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709961963,3.292,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709961857,3.25,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709961389,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709961237,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709960898,3.269,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709960452,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709960329,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709960062,3.269,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709959720,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709959319,3.316,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709959096,3.316,3.324,0
Greenville Camera v5 sn191 (took pic),s.bs,1709958647,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709958515,3.25,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709958207,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709957833,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709957461,3.269,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709957387,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709957041,3.292,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709956695,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1709956309,3.335,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709956175,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709955663,3.269,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1709955447,3.25,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709955090,3.316,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709954925,3.25,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709954442,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709954210,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709953839,3.269,3.324,0
Greenville Camera v5 sn191 (took pic),s.bs,1709953342,3.292,3.309,0
Greenville Camera v5 sn191 (took pic),s.bs,1709953027,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709952777,3.25,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709952558,3.316,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709952082,3.269,3.315,0
Greenville Camera v5 sn191 (took pic),s.bs,1709952010,3.335,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709951449,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709951372,3.269,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709951110,3.292,3.323,0
Greenville Camera v5 sn191 (took pic),s.bs,1709950821,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709950377,3.335,3.317,0
Greenville Camera v5 sn191 (took pic),s.bs,1709950172,3.316,3.324,0
Greenville Camera v5 sn191 (took pic),s.bs,1709949676,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709949521,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709949287,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709948771,3.25,3.312,0
Greenville Camera v5 sn191 (took pic),s.bs,1709948709,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709948437,3.316,3.321,0
Greenville Camera v5 sn191 (took pic),s.bs,1709948118,3.335,3.318,0
Greenville Camera v5 sn191 (took pic),s.bs,1709947548,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709947403,3.292,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709947105,3.292,3.311,0
Greenville Camera v5 sn191 (took pic),s.bs,1709946690,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709946383,3.25,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709946308,3.269,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709946033,3.269,3.309,0
Greenville Camera v5 sn191 (took pic),s.bs,1709945459,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709945292,3.316,3.322,0
Greenville Camera v5 sn191 (took pic),s.bs,1709945014,3.335,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709944696,3.335,3.319,0
Greenville Camera v5 sn191 (took pic),s.bs,1709944480,3.269,3.314,0
Greenville Camera v5 sn191 (took pic),s.bs,1709944123,3.292,3.324,0
Greenville Camera v5 sn191 (took pic),s.bs,1709943848,3.316,3.315,0
Greenville Camera v5 sn191 (took pic),s.bs,1709943424,3.316,3.32,0
Greenville Camera v5 sn191 (took pic),s.bs,1709942166,3.316,3.321,0
